,Cases,Deaths,Poverty,Population,W_Male,W_Female,B_Male,B_Female,H_Male,H_Female,I_Male,I_Female,A_Male,A_Female,NH_Male,NH_Female,Risk_Index,Risk_Cat
439,9.237955539009157,5.389071729816501,9.96571089571626,10.027738514873985,9.562053024085099,9.580109215426074,8.969032850034301,8.99230873254815,7.465082736399548,7.249925536717987,5.081404364984463,4.90527477843843,5.308267697401205,5.159055299214528,2.5649493574615367,3.1354942159291497,56.88,Above Average
440,8.126222529458525,2.19722457733622,9.239316480212699,9.273690687476943,8.82834762005316,8.885025658050846,8.07837810362652,8.158229916959494,7.5652752818989315,7.5310163320779155,4.653960350157523,4.343805421853683,4.8283137373023015,5.062595033026967,3.9318256327243257,3.610917912644224,32.23,Below Average
441,9.097171673870543,4.709530201312334,10.155723778053613,10.173056569560982,10.112856670428497,10.177134086023443,5.697093486505405,5.6240175061873385,7.052721049232322,6.833031732786202,5.45958551414416,5.247024072160486,5.40717177146012,5.135798437050261,2.6390573296152584,2.9444389791664403,60.87,Above Average
442,10.533295492533984,7.403670290012371,11.633318425142017,11.647639907515144,11.235338927350462,11.278581927308574,10.24238541637218,10.348750130518358,9.461565907417347,9.49137540170617,6.739336627357174,6.839476438228843,8.7157161275482,8.796943893541737,5.332718793265369,5.303304908059076,42.1,Below Average
443,10.755474402409464,7.329749689041513,11.450571223223251,11.497791522385512,11.261896710166482,11.319134383932974,9.588091641516833,9.684398271549961,9.841452561616595,9.66896702819858,7.0604763659998016,6.8690144506657065,7.325807502595773,7.590852123688581,5.828945617610208,5.5373342670185375,66.19,Above Average
445,9.564722689855033,4.8283137373023015,10.00757726106051,10.058309435627498,9.900533192709695,9.950514257963883,7.778630147325809,7.7441366276279915,7.530479995245536,7.361375428977347,5.204006687076795,5.170483995038151,5.817111159963203,5.916202062607435,3.4339872044851463,2.3978952727983707,58.43,Above Average
447,9.845646552846278,4.762173934797756,10.328232275376248,10.353575423086568,10.30781868460309,10.318869987652509,6.489204931325317,5.8664680569332965,8.721439305625982,8.528528701079983,5.886104031450156,5.666426688112433,5.420534999272285,5.645446897643237,5.049856007249537,5.081404364984463,53.57,Above Average
448,6.359573868672378,0.0,7.972810784121403,7.996653875462607,7.887208585813933,7.892452043520353,5.455321115357702,5.6937321388027,4.48863636973214,4.356708826689592,3.3672958299864737,2.9957322735539913,2.302585092994046,2.079441541679836,1.3862943611198906,0.0,46.15,Below Average
449,11.072325286093736,6.248042874508428,11.33606894760733,11.353835942446125,10.943499211400043,11.04809244505471,9.965851836732677,10.130702803220393,9.093806555720233,9.081824949740756,6.499787040655853,6.54534966033442,7.2723983925700475,7.428333194190806,5.3706380281276624,5.3230099791384085,61.74,Above Average
450,10.417208979414145,7.466799475018602,10.946833753432466,10.967560154929496,10.869272962256426,10.905350292672242,7.979338895262327,7.934871565945178,9.625161575008374,9.526682784921174,6.210600077024652,6.192362489474872,6.9363427358340495,6.672032945461067,5.416100402204419,5.3230099791384085,34.09,Below Average
451,9.726631035173233,5.986452005284437,10.103403417731034,10.111842286376898,9.692889970390436,9.733114329258015,8.841448244098858,8.979164648964709,8.445482343862237,8.386856689688234,5.998936561946683,6.037870919922137,5.3706380281276624,5.181783550292085,4.31748811353631,4.3694478524670215,73.89,Above Average
452,9.227787285579904,6.628041376179532,9.768125914605452,9.815966955006633,9.350450079960828,9.384041546476524,8.657824321155982,8.771835409789817,7.5673456760132405,7.407924322559599,5.910796644040527,5.003946305945459,5.488937726156687,5.472270673671474,3.688879454113936,2.8332133440562166,81.22,Above Average
454,10.995075226267273,7.912056888179006,10.65904599321747,10.721680222070297,10.594106539907239,10.669234425510416,7.271703706887367,7.823645930834952,9.319015388601839,9.22276289197474,6.517671272912276,6.380122536899765,7.026426808699637,7.040536390215956,5.087596335232384,4.9126548857360515,17.2,Low
455,12.60359294371632,8.510571315107349,12.201743287368947,12.228034704280937,12.094599038500984,12.101861469128867,9.746599796998984,9.790710714933168,11.452771982150386,11.352627596501033,7.822444729489318,7.70210434005105,8.408716715080153,8.51398806046729,6.100318952020063,6.056784013228625,32.76,Below Average
456,9.815093401773533,7.707062655370473,8.871084263978354,9.042749779782223,7.881559917056898,7.550135342488429,8.797397374012059,8.601718146485926,6.320768294250582,4.9836066217083355,4.394449154672439,3.688879454113936,4.804021044733257,4.007333185232471,0.6931471805599453,1.9459101490553128,85.9,High
457,8.903271585724212,5.910796644040527,10.278184126972656,10.301995180076794,10.204369620451851,10.260567414484496,7.289610521451168,7.30854279753919,6.853299093186076,6.755768921984255,5.365976015021852,5.3471075307174685,5.472270673671474,5.843544417031361,2.4849066497880004,3.0445224377234235,14.54,Low
458,10.097984685260217,6.5998704992128365,10.433056419119254,10.469823566229689,10.258290745842064,10.247644471915887,8.701512750872865,8.707648248106914,7.604396348796338,7.681099001536358,5.703782474656202,5.5333894887275195,6.028278520230697,6.431331081933478,3.951243718581428,4.219507705176107,69.63,Above Average
459,8.786914938491025,1.0986122886681098,10.140731228229118,10.173705511236266,9.919164031921136,9.946977983610656,8.565030520830398,8.534246945982066,7.406103381237014,7.237778191923442,4.727387818712341,4.672828834461906,5.652489180268652,5.902633333401367,2.079441541679836,2.772588722239781,51.07,Below Average
460,8.505929999137527,5.5606816310155285,9.37169362233394,9.386224586806133,9.261603665913725,9.254644297532707,7.089243155027513,7.160845906664298,6.4150969591715965,6.161207321695078,4.718498871295094,4.691347882229144,4.5217885770490405,4.248495242049359,0.6931471805599453,1.791759469228055,81.75,Above Average
461,11.682592287305935,7.883823214892152,12.339689659489085,12.365470960972836,11.577167067031693,11.60987974704288,11.578141881284935,11.731265497840116,10.156461713809012,10.180550945839768,7.337587743538597,7.542213463193402,9.03491498187007,9.147187556970914,5.986452005284437,6.142037405587356,45.87,Below Average
